PlotName	TypeOfName	Family	Genus	Species	PlotType	MinimumElevationMeters	SpeciesName
nPT_Tintay_250	MorphoSpeciesName	Arecaceae	Geonoma	sp4	PT	2245	Geonoma sp4
nPP_Tapuri_46	MorphoSpeciesName	Urticaceae	Cecropia	sp9	PP	2245	Cecropia sp9
nPP_Chaqui_32	MorphoSpeciesName	Polygalaceae	Monina	sp3	PP	3402	Monina sp3
nPT_Cocapu_400	MorphoSpeciesName	Asteraceae	Pentacalia	sp9	PT	3337	Pentacalia sp9
SP-02	MorphoSpeciesName	Euphorbiaceae	Sapium	sp1	abergPT	1750	Sapium sp1
nPT_Resina_190	MorphoSpeciesName	Anacardiaceae	Tapirira	sp1	PT	1601	Tapirira sp1
nPT_Wayrap_165	SpeciesName	Vitaceae	Cissus	trianae	PT	1601	Cissus trianae
nPT_Detras_92	SpeciesName	Melastomataceae	Miconia	stenostachya	PT	1478	Miconia stenostachya
TRU-01	SpeciesName	Urticaceae	Pouroma	bicolor	abergPP	1478	Pouroma bicolor
nPT_Apache_365	SpeciesName	Melastomataceae	Miconia	astroplacama	PT	1478	Miconia astroplacama
nPP_Pintat_5	MorphoSpeciesName	Aquifoliaceae	Ilex	sp2	PP	3389	Ilex sp2
nPT_Calami_206	MorphoSpeciesName	Euphorbiaceae	Hieronyma	sp4	PT	2623	Hieronyma sp4
nPT_Tintay_254	MorphoSpeciesName	Rubiaceae	Psychotria	sp4	PT	2449	Psychotria sp4
nPP_Tintay_24	MorphoSpeciesName	Melastomataceae	Miconia	sp3	PP	2096	Miconia sp3
ACJ-01	SpeciesName	Calophyllaceae	Kielmeyera	paniculata	abergPP	850	Kielmeyera paniculata
nPT_Detras_92	MorphoSpeciesName	Fabaceae	Bauhinia	APC43	PT	175	Bauhinia APC43
nPP_Buenah_15	SpeciesName	Melastomataceae	Miconia	mandonii	PP	3324	Miconia mandonii
nPP_Sumpul_34	SpeciesName	Clusiaceae	Tovomita	obovata	PP	1054	Tovomita obovata
nPP_Tanhua_37	SpeciesName	Bignoniaceae	Handroanthus	impetiginosus	PP	880	Handroanthus impetiginosus
nPP_Resina_14	MorphoSpeciesName	Melastomataceae	Miconia	MCM1097	PP	2498	Miconia MCM1097
nPT_Cabece_420	SpeciesName	Urticaceae	Pourouma	guianensis	PT	1223	Pourouma guianensis
nPT_Patasa_324	MorphoSpeciesName	Rubiaceae	Psychotria	LC6490	PT	1993	Psychotria LC6490
nPT_Buenah_210	SpeciesName	Araliaceae	Oreopanax	trollii	PT	1993	Oreopanax trollii
TRU-06	SpeciesName	Rosaceae	Prunus	brittoniana	abergPP	3035	Prunus brittoniana
TC-01	SpeciesName	Fabaceae	Piptadenia	gonoacantha	abergPT	1000	Piptadenia gonoacantha
nPT_Khokho_326	SpeciesName	Myristicaceae	Otoba	parvifolia	PT	470	Otoba parvifolia
nPT_Yariap_9	SpeciesName	Myristicaceae	Iryanthera	juruensis	PT	330	Iryanthera juruensis
nPT_Piara_390	SpeciesName	Primulaceae	Myrsine	pearcei	PT	3021	Myrsine pearcei
TON-01	SpeciesName	Malvaceae	Quararibea	amazonica	abergPP	360	Quararibea amazonica
nPT_Corana_312	SpeciesName	Podocarpaceae	Prumnopitys	harmsiana	PT	2074	Prumnopitys harmsiana
nPT_Cimama_73	SpeciesName	Malpighiaceae	Bunchosia	armeniaca	PT	2074	Bunchosia armeniaca
RE-02	SpeciesName	Moraceae	Brosimum	alicastrum	abergPT	350	Brosimum alicastrum
nPT_Tumupa_16	SpeciesName	Violaceae	Leonia	crassa	PT	224	Leonia crassa
nPT_Siripi_432	SpeciesName	Polygonaceae	Triplaris	vestita	PT	923	Triplaris vestita
nPP_Collpa_48	SpeciesName	Malpighiaceae	Diplopterys	pubipetala	PP	938	Diplopterys pubipetala
nPP_Lechem_49	SpeciesName	Clethraceae	Clethra	elongata	PP	1489	Clethra elongata
nPT_Planor_102	SpeciesName	Asteraceae	Ageratina	gloeoclada	PT	2789	Ageratina gloeoclada
nPT_Tapuri_406	SpeciesName	Rosaceae	Hesperomeles	ferruginea	PT	2802	Hesperomeles ferruginea
nPT_Bosque_117	SpeciesName	Sapindaceae	Allophylus	pauciflorus	PT	1715	Allophylus pauciflorus
TRU-03	SpeciesName	Sabiaceae	Meliosma	glabrata	abergPP	335	Meliosma glabrata
nPT_Buenah_207	MorphoSpeciesName	Malpighiaceae	Mascagnia	LC3357	PT	337	Mascagnia LC3357
nPT_Sumpul_306	SpeciesName	Aquifoliaceae	Ilex	inundata	PT	950	Ilex inundata
nPP_Jucuma_35	SpeciesName	Metteniusaceae	Calatola	costaricensis	PP	1321	Calatola costaricensis
nPP_Yarimi_9	MorphoSpeciesName	Rubiaceae	Psychotria	AF11394	PP	1990	Psychotria AF11394
nPT_Santat_120	MorphoSpeciesName	Lauraceae	Aiouea	AF9030	PT	1532	Aiouea AF9030
nPT_Ladera_127	SpeciesName	Melastomataceae	Miconia	matthaei	PT	1090	Miconia matthaei
nPT_Rincon_257	SpeciesName	Vochysiaceae	Vochysia	mapirensis	PT	1042	Vochysia mapirensis
SP-02	SpeciesName	Lauraceae	Nectandra	lineatifolia	abergPT	1972	Nectandra lineatifolia
nPT_Frente_247	SpeciesName	Lauraceae	Nectandra	laurel	PT	2188	Nectandra laurel
nPT_Arriba_242	SpeciesName	Annonaceae	Oxandra	mediocris	PT	450	Oxandra mediocris
nPT_Santar_418	SpeciesName	Loganiaceae	Strychnos	asperula	PT	550	Strychnos asperula
nPT_Tintay_258	SpeciesName	Euphorbiaceae	Mabea	anadena	PT	280	Mabea anadena
nPT_Arroyo_186	SpeciesName	Melastomataceae	Miconia	cyanocarpa	PT	1527	Miconia cyanocarpa
nPT_Sumpul_304	SpeciesName	Rubiaceae	Elaeagia	microcarpa	PT	1819	Elaeagia microcarpa
nPT_Fuerte_260	SpeciesName	Asteraceae	Dasyphyllum	brasiliense	PT	1819	Dasyphyllum brasiliense
nPT_Tamboq_134	MorphoSpeciesName	Lauraceae	Ocotea	AM3387	PT	1531	Ocotea AM3387
nPP_Chaqui_31	SpeciesName	Fabaceae	Tachigali	guianensis	PP	1386	Tachigali guianensis
nPP_Sumpul_33	SpeciesName	Sapotaceae	Pouteria	ephedrantha	PP	1430	Pouteria ephedrantha
nPT_Cimace_231	SpeciesName	Rubiaceae	Psychotria	viridis	PT	540	Psychotria viridis
CA-10	SpeciesName	Symplocaceae	Symplocos	quitensis	abergPT	3537	Symplocos quitensis
nPT_Cocapu_396	SpeciesName	Boraginaceae	Cordia	ucayaliensis	PT	595	Cordia ucayaliensis
TON-01	SpeciesName	Sapotaceae	Micropholis	guyanensis	abergPP	850	Micropholis guyanensis
PAN-01	MorphoSpeciesName	Cyatheaceae	Cyathea	sp27	abergPP	1750	Cyathea sp27
nPT_Tamboq_143	MorphoSpeciesName	Cyatheaceae	Cyathea	sp20	PT	1750	Cyathea sp20
nPP_Collpa_48	MorphoSpeciesName	Lauraceae	Nectandra	sp11	PP	1000	Nectandra sp11
nPT_Sucuil_382	MorphoSpeciesName	Lauraceae	Nectandra	sp13	PT	3250	Nectandra sp13
nPP_Sumpul_34	MorphoSpeciesName	Araliaceae	Dendropanax	sp1	PP	1800	Dendropanax sp1
nPP_Pintat_5	SpeciesName	Fabaceae	Inga	chartacea	PP	425	Inga chartacea
nPP_Sumpul_34	SpeciesName	Lauraceae	Endlicheria	griseo-sericea	PP	1521	Endlicheria griseo-sericea
nPP_Lechem_50	SpeciesName	Melastomataceae	Miconia	spennerostachya	PP	1521	Miconia spennerostachya
nPP_Tanhua_38	SpeciesName	Moraceae	Ficus	sphenophylla	PP	1250	Ficus sphenophylla
nPP_Titiri_42	MorphoSpeciesName	Melastomataceae	Miconia	sp64	PP	2286	Miconia sp64
nPT_Culi_354	MorphoSpeciesName	Melastomataceae	Miconia	sp30	PT	2449	Miconia sp30
nPT_Tintay_258	SpeciesName	Myrtaceae	Psidium	oligospermum	PT	1150	Psidium oligospermum
nPP_Sumpul_34	SpeciesName	Melastomataceae	Miconia	biacuta	PP	3116	Miconia biacuta
nPT_Tamboq_135	SpeciesName	Podocarpaceae	Podocarpus	ingensis	PT	1900	Podocarpus ingensis
nPP_Fuerte_26	SpeciesName	Boraginaceae	Cordia	alliodora	PP	175	Cordia alliodora
nPT_Siripi_431	MorphoSpeciesName	Annonaceae	Annona	RSS85	PT	1538	Annona RSS85
nPT_Campam_238	MorphoSpeciesName	Rubiaceae	Psychotria	AF16987	PT	1538	Psychotria AF16987
nPT_Buenah_214	MorphoSpeciesName	Melastomataceae	Clidemia	GAT1586	PT	1054	Clidemia GAT1586
nPT_Ladera_128	MorphoSpeciesName	Sapotaceae	Pouteria	ETP48	PT	1100	Pouteria ETP48
nPT_Fragme_77	MorphoSpeciesName	Sabiaceae	Meliosma	ETP323	PT	1450	Meliosma ETP323
TU-07	SpeciesName	Euphorbiaceae	Tetrorchidium	andinum	abergPT	1993	Tetrorchidium andinum
nPT_Frente_247	MorphoSpeciesName	Lauraceae	Ocotea	FZR18951	PT	1993	Ocotea FZR18951
TON-02	MorphoSpeciesName	Lauraceae	Ocotea	ECQ72	abergPP	2889	Ocotea ECQ72
nPT_Santat_120	SpeciesName	Lamiaceae	Aegiphila	multiflora	PT	2889	Aegiphila multiflora
nPP_Lechem_49	SpeciesName	Fabaceae	Inga	heterophylla	PP	1400	Inga heterophylla
nPT_Cimapp_126	SpeciesName	Lauraceae	Licaria	pucheri	PT	2200	Licaria pucheri
CAL-01	SpeciesName	Cunoniaceae	Weinmannia	lechleriana	abergPP	2200	Weinmannia lechleriana
nPT_Buenah_217	SpeciesName	Lauraceae	Ocotea	micrantha	PT	2400	Ocotea micrantha
nPP_Tanhua_37	SpeciesName	Fabaceae	Inga	ruiziana	PP	362	Inga ruiziana
nPP_Tapuri_46	SpeciesName	Urticaceae	Urera	baccifera	PP	1000	Urera baccifera
nPP_Chiriu_2	SpeciesName	Fabaceae	Senegalia	polyphylla	PP	1000	Senegalia polyphylla
nPT_Corana_312	SpeciesName	Salicaceae	Xylosma	tessmannii	PT	420	Xylosma tessmannii
nPT_Chaqui_192	SpeciesName	Fabaceae	Inga	striata	PT	260	Inga striata
nPT_Sector_263	SpeciesName	Chrysobalanaceae	Hirtella	racemosa	PT	260	Hirtella racemosa
nPT_Santat_120	SpeciesName	Melastomataceae	Pleroma	granulosum	PT	1824	Pleroma granulosum
nPT_Chicoi_170	SpeciesName	Asteraceae	Gynoxys	mandonii	PT	3473	Gynoxys mandonii
nPP_Tintay_24	SpeciesName	Sapotaceae	Pouteria	cladantha	PP	361	Pouteria cladantha
nPT_Camino_95	SpeciesName	Hernandiaceae	Sparattanthelium	amazonum	PT	310	Sparattanthelium amazonum
nPT_Victop_379	SpeciesName	Sapotaceae	Pouteria	trilocularis	PT	310	Pouteria trilocularis
CA-09	SpeciesName	Araliaceae	Sciodaphyllum	patulum	abergPT	2200	Sciodaphyllum patulum
nPT_Piara_394	SpeciesName	Moraceae	Sorocea	briquetii	PT	221	Sorocea briquetii
nPT_Chicoi_169	SpeciesName	Combretaceae	Terminalia	triflora	PT	881	Terminalia triflora
nPT_Copalu_273	SpeciesName	Cucurbitaceae	Siolmatra	brasiliensis	PT	798	Siolmatra brasiliensis
nPT_Orilla_130	SpeciesName	Clusiaceae	Clusia	haughtii	PT	715	Clusia haughtii
nPT_Meseta_46	SpeciesName	Piperaceae	Piper	laevigatum	PT	327	Piper laevigatum
nPP_Fuerte_26	SpeciesName	Myrtaceae	Calyptranthes	lanceolata	PP	320	Calyptranthes lanceolata
AC-01	SpeciesName	Violaceae	Rinorea	lindeniana	abergPT	320	Rinorea lindeniana
nPT_Solida_97	SpeciesName	Cyatheaceae	Cyathea	parvifolia	PT	3162	Cyathea parvifolia
nPP_Chaqui_31	MorphoSpeciesName	Melastomataceae	Miconia	MRL94	PP	2570	Miconia MRL94
nPT_Victop_372	SpeciesName	Arecaceae	Ceroxylon	pityrophyllum	PT	2074	Ceroxylon pityrophyllum
AP-01	SpeciesName	Ericaceae	Psammisia	urichiana	abergPT	1341	Psammisia urichiana
nPT_Cabece_255	SpeciesName	Bignoniaceae	Bignonia	lilacina	PT	280	Bignonia lilacina
nPT_Corana_312	SpeciesName	Meliaceae	Trichilia	claussenii	PT	915	Trichilia claussenii
nPT_Culi_361	SpeciesName	Siparunaceae	Siparuna	decipiens	PT	280	Siparuna decipiens
nPT_Culi_357	SpeciesName	Bignoniaceae	Tynanthus	schumannianus	PT	1124	Tynanthus schumannianus
nPP_Resina_14	SpeciesName	Apocynaceae	Forsteronia	amblybasis	PP	238	Forsteronia amblybasis
nPP_Chirim_19	SpeciesName	Rutaceae	Erythrochiton	fallax	PP	679	Erythrochiton fallax
nPT_Cocapu_403	SpeciesName	Fabaceae	Schnella	microstachya	PT	979	Schnella microstachya
nPT_Santar_417	MorphoSpeciesName	Melastomataceae	Miconia	GAT1254	PT	1452	Miconia GAT1254
nPT_Carjat_272	SpeciesName	Fabaceae	Senegalia	rhytidocarpa	PT	340	Senegalia rhytidocarpa
nPP_Heathi_7	SpeciesName	Nyctaginaceae	Neea	divaricata	PP	600	Neea divaricata
nPT_Kausil_172	SpeciesName	Myrtaceae	Calyptranthes	speciosa	PT	338	Calyptranthes speciosa
nPT_Quebra_115	SpeciesName	Polygonaceae	Muehlenbeckia	tamnifolia	PT	2821	Muehlenbeckia tamnifolia
nPT_Cocapu_400	SpeciesName	Rhamnaceae	Rhamnus	sphaerosperma	PT	2826	Rhamnus sphaerosperma
nPT_Fuerte_268	MorphoSpeciesName	Pentaphylacaceae	Ternstroemia	GAT2371	PT	2826	Ternstroemia GAT2371
nPT_Resina_191	SpeciesName	Elaeocarpaceae	Vallea	stipularis	PT	3061	Vallea stipularis
nPT_Culi_355	SpeciesName	Icacinaceae	Leretia	cordata	PT	335	Leretia cordata
nPT_Lechem_427	SpeciesName	Columelliaceae	Columellia	oblonga	PT	2848	Columellia oblonga
nPT_Victop_376	SpeciesName	Vitaceae	Cissus	verticillata	PT	354	Cissus verticillata
nPP_Chirim_19	SpeciesName	Meliaceae	Guarea	gomma	PP	337	Guarea gomma
nPT_Alilia_41	MorphoSpeciesName	Fabaceae	Dussia	MJM6130	PT	735	Dussia MJM6130
nPP_Sumpul_33	SpeciesName	Melastomataceae	Miconia	regelii	PP	1045	Miconia regelii
nPP_Tocoaq_29	SpeciesName	Primulaceae	Cybianthus	peruvianus	PP	950	Cybianthus peruvianus
nPT_Arriba_243	SpeciesName	Piperaceae	Piper	pseudoarboreum	PT	950	Piper pseudoarboreum
nPP_Chaqui_32	SpeciesName	Arecaceae	Aiphanes	horrida	PP	1427	Aiphanes horrida
nPP_Yarimi_10	SpeciesName	Fabaceae	Machaerium	acutifolium	PP	1072	Machaerium acutifolium
nPT_Buenah_210	MorphoSpeciesName	Sapindaceae	Serjania	LC4985	PT	1197	Serjania LC4985
nPT_Santar_422	SpeciesName	Dilleniaceae	Doliocarpus	dentatus	PT	1616	Doliocarpus dentatus
nPP_Tanhua_37	SpeciesName	Solanaceae	Solanum	roseum	PP	1532	Solanum roseum
nPP_Tocoaq_28	SpeciesName	Malpighiaceae	Byrsonima	spicata	PP	1090	Byrsonima spicata
TON-02	SpeciesName	Brunelliaceae	Brunellia	boliviana	abergPP	3360	Brunellia boliviana
nPT_Tintay_258	SpeciesName	Amaranthaceae	Iresine	diffusa	PT	2291	Iresine diffusa
AC-01	SpeciesName	Euphorbiaceae	Acalypha	macrostachya	abergPT	1972	Acalypha macrostachya
nPT_Sendac_90	SpeciesName	Euphorbiaceae	Alchornea	anamariae	PT	2188	Alchornea anamariae
nPT_Encuen_47	SpeciesName	Sapotaceae	Pouteria	reticulata	PT	515	Pouteria reticulata
nPP_Tuichi_4	SpeciesName	Sapindaceae	Paullinia	platymisca	PP	280	Paullinia platymisca
nPP_Chalal_6	SpeciesName	Asteraceae	Pentacalia	psidiifolia	PP	1498	Pentacalia psidiifolia
nPT_Ladera_128	SpeciesName	Lauraceae	Pleurothyrium	trianae	PT	1790	Pleurothyrium trianae
nPT_Paripa_429	SpeciesName	Clusiaceae	Chrysochlamys	weberbaueri	PT	1790	Chrysochlamys weberbaueri
nPT_Tequej_24	SpeciesName	Rosaceae	Prunus	subcorymbosa	PT	810	Prunus subcorymbosa
nPT_Almedr_101	SpeciesName	Meliaceae	Guarea	pterorhachis	PT	840	Guarea pterorhachis
CA-04	SpeciesName	Rubiaceae	Randia	armata	abergPT	930	Randia armata
nPT_Panteo_202	SpeciesName	Melastomataceae	Mouriri	myrtilloides	PT	800	Mouriri myrtilloides
nPT_Copalu_273	SpeciesName	Myrtaceae	Eugenia	flavescens	PT	972	Eugenia flavescens
nPT_Cocapu_399	SpeciesName	Melastomataceae	Miconia	dispar	PT	1371	Miconia dispar
TU-07	SpeciesName	Malpighiaceae	Banisteriopsis	padifolia	abergPT	1334	Banisteriopsis padifolia
nPT_Piecer_183	SpeciesName	Sapindaceae	Talisia	macrophylla	PT	1300	Talisia macrophylla
nPT_Piara_388	SpeciesName	Achariaceae	Mayna	odorata	PT	580	Mayna odorata
nPT_Planop_82	SpeciesName	Elaeocarpaceae	Sloanea	guianensis	PT	515	Sloanea guianensis
TU-09	SpeciesName	Bignoniaceae	Fridericia	dichotoma	abergPT	480	Fridericia dichotoma
nPP_Terraz_41	SpeciesName	Anacardiaceae	Spondias	mombin	PP	535	Spondias mombin
SPD-02	SpeciesName	Scrophulariaceae	Buddleja	montana	abergPP	3625	Buddleja montana
nPP_Tapuri_45	SpeciesName	Annonaceae	Porcelia	ponderosa	PP	1500	Porcelia ponderosa
TRU-02	SpeciesName	Moraceae	Ficus	casapiensis	abergPP	1250	Ficus casapiensis
nPT_Incien_264	SpeciesName	Bignoniaceae	Jacaranda	glabra	PT	595	Jacaranda glabra
nPT_Victop_375	SpeciesName	Burseraceae	Protium	altsonii	PT	850	Protium altsonii
nPT_Tanhua_339	SpeciesName	Euphorbiaceae	Conceveiba	terminalis	PT	850	Conceveiba terminalis
RE-02	SpeciesName	Euphorbiaceae	Sapium	glandulosum	abergPT	1500	Sapium glandulosum
nPT_Aguapo_55	MorphoSpeciesName	Lauraceae	Nectandra	sp4	PT	1000	Nectandra sp4
nPT_Tapuri_410	SpeciesName	Elaeocarpaceae	Sloanea	terniflora	PT	1000	Sloanea terniflora
nPT_Piara_395	SpeciesName	Brunelliaceae	Brunellia	inermis	PT	3250	Brunellia inermis
nPP_Terraz_41	MorphoSpeciesName	Araliaceae	Schefflera	sp1	PP	3250	Schefflera sp1
nPP_Chiriu_2	SpeciesName	Melastomataceae	Axinaea	pennellii	PP	3250	Axinaea pennellii
CA-05	SpeciesName	Cyatheaceae	Alsophila	minervae	abergPT	2750	Alsophila minervae
nPT_Buenah_218	SpeciesName	Melastomataceae	Miconia	madisonii	PT	2750	Miconia madisonii
WAY-01	MorphoSpeciesName	Symplocaceae	Symplocos	sp4	abergPP	2000	Symplocos sp4
nPP_Terraz_41	SpeciesName	Myrtaceae	Myrcia	rostrata	PP	1800	Myrcia rostrata
nPT_Ladera_88	SpeciesName	Euphorbiaceae	Alchornea	acutifolia	PT	1800	Alchornea acutifolia
nPT_Ppmnor_99	SpeciesName	Moraceae	Brosimum	utile	PT	425	Brosimum utile
TU-01	SpeciesName	Chrysobalanaceae	Licania	hispida	abergPT	425	Licania hispida
nPT_Ruinas_75	MorphoSpeciesName	Fabaceae	Inga	sp4	PT	800	Inga sp4
nPT_Cabece_255	SpeciesName	Annonaceae	Annona	papilionella	PT	1250	Annona papilionella
nPT_Victop_372	SpeciesName	Sapindaceae	Allophylus	divaricatus	PT	1250	Allophylus divaricatus
nPT_Meseta_46	MorphoSpeciesName	Clusiaceae	Clusia	sp16	PT	3030	Clusia sp16
nPP_Huanec_20	MorphoSpeciesName	Lauraceae	Persea	sp10	PP	2500	Persea sp10
nPT_Frente_414	SpeciesName	Theaceae	Freziera	parva	PT	2500	Freziera parva
nPT_Cocapu_400	MorphoSpeciesName	Arecaceae	Ceroxylon	sp2	PT	2110	Ceroxylon sp2
nPT_Paltuy_167	SpeciesName	Rosaceae	Polylepis	sericea	PT	3528	Polylepis sericea
nPP_Javill_18	MorphoSpeciesName	Cyatheaceae	Cyathea	sp22	PP	1750	Cyathea sp22
nPT_Eslabo_156	MorphoSpeciesName	Rubiaceae	Psychotria	sp11	PT	1601	Psychotria sp11
PAN-03	SpeciesName	Arecaceae	Wettinia	augusta	abergPP	1601	Wettinia augusta
nPT_Copalu_273	MorphoSpeciesName	Melastomataceae	Miconia	sp59	PT	3389	Miconia sp59
nPT_Resina_188	SpeciesName	Lauraceae	Persea	ferruginea	PT	3389	Persea ferruginea
nPT_Planoas_124	MorphoSpeciesName	Asteraceae	Aequatorium	sp1	PT	3350	Aequatorium sp1
CAL-02	SpeciesName	Symplocaceae	Symplocos	reflexa	abergPP	2623	Symplocos reflexa
nPT_Pichan_234	SpeciesName	Brunelliaceae	Brunellia	weberbaueri	PT	2623	Brunellia weberbaueri
nPP_Sumpul_33	MorphoSpeciesName	Melastomataceae	Clidemia	sp55	PP	2449	Clidemia sp55
nPT_Catara_327	SpeciesName	Clusiaceae	Clusia	elliptica	PT	2096	Clusia elliptica
nPT_Ladera_88	SpeciesName	Sapotaceae	Sideroxylon	obtusifolium	PT	1150	Sideroxylon obtusifolium
nPT_Sendac_90	MorphoSpeciesName	Melastomataceae	Chalybea	AM3664	PT	2510	Chalybea AM3664
TRU-04	SpeciesName	Fabaceae	Ormosia	fastigiata	abergPP	1824	Ormosia fastigiata
nPT_Santia_416	SpeciesName	Euphorbiaceae	Chaetocarpus	myrsinites	PT	1750	Chaetocarpus myrsinites
nPP_Tanhua_38	SpeciesName	Euphorbiaceae	Manihot	anomala	PP	1015	Manihot anomala
nPT_Sanroq_228	SpeciesName	Arecaceae	Ceroxylon	parvifrons	PT	2833	Ceroxylon parvifrons
nPT_Meseta_46	SpeciesName	Rubiaceae	Palicourea	flavifolia	PT	1254	Palicourea flavifolia
nPP_Heathi_7	SpeciesName	Burseraceae	Protium	amazonicum	PP	280	Protium amazonicum
nPP_Lomasa_39	SpeciesName	Asteraceae	Baccharis	trinervis	PP	238	Baccharis trinervis
nPT_Arroyo_85	SpeciesName	Lauraceae	Aniba	panurensis	PT	400	Aniba panurensis
TRU-07	MorphoSpeciesName	Pentaphylacaceae	Ternstroemia	AF14004	abergPP	2272	Ternstroemia AF14004
nPP_Tocoaq_30	SpeciesName	Bignoniaceae	Tanaecium	selloi	PP	767	Tanaecium selloi
nPT_Telara_133	SpeciesName	Euphorbiaceae	Acalypha	stenoloba	PT	1790	Acalypha stenoloba
TU-04	SpeciesName	Piperaceae	Piper	peltilimbum	abergPT	1371	Piper peltilimbum
nPP_Lomasa_39	SpeciesName	Burseraceae	Dacryodes	sudyungasensis	PP	1300	Dacryodes sudyungasensis
TU-09	MorphoSpeciesName	Melastomataceae	Miconia	sp10	abergPT	3537	Miconia sp10
nPP_Tanhua_37	MorphoSpeciesName	Lauraceae	Nectandra	sp9	PP	1500	Nectandra sp9
nPT_Chapar_106	SpeciesName	Rubiaceae	Faramea	bangii	PT	1750	Faramea bangii
nPT_Infier_476	SpeciesName	Cunoniaceae	Weinmannia	multijuga	PT	2250	Weinmannia multijuga
nPT_Codoso_369	MorphoSpeciesName	Melastomataceae	Graffenrieda	sp	PT	1800	Graffenrieda sp
nPP_Sumpul_34	SpeciesName	Melastomataceae	Miconia	axinaeoides	PP	1521	Miconia axinaeoides
nPT_Codoso_369	SpeciesName	Euphorbiaceae	Croton	lechleri	PT	1250	Croton lechleri
nPP_Tocoaq_30	MorphoSpeciesName	Asteraceae	Pentacalia	sp6	PP	3531	Pentacalia sp6
nPP_Resina_12	MorphoSpeciesName	Asteraceae	Gynoxys	sp8	PP	3528	Gynoxys sp8
nPT_Arriba_224	SpeciesName	Cyatheaceae	Cyathea	multisegmenta	PT	2449	Cyathea multisegmenta
nPP_Terraz_41	SpeciesName	Trigoniaceae	Trigonia	laevis	PP	310	Trigonia laevis
nPT_Rincon_257	MorphoSpeciesName	Polygonaceae	Coccoloba	CMG1676	PT	350	Coccoloba CMG1676
nPT_Ultima_232	SpeciesName	Moraceae	Ficus	coerulescens	PT	194	Ficus coerulescens
nPP_Kañupa_44	SpeciesName	Cucurbitaceae	Cayaponia	tubulosa	PP	1324	Cayaponia tubulosa
nPT_Khokho_326	SpeciesName	Apocynaceae	Aspidosperma	excelsum	PT	1046	Aspidosperma excelsum
nPT_Victop_380	SpeciesName	Rutaceae	Esenbeckia	almawillia	PT	1005	Esenbeckia almawillia
nPT_Chapar_106	MorphoSpeciesName	Clethraceae	Clethra	GAT2810	PT	2985	Clethra GAT2810
nPT_Cocapu_400	SpeciesName	Lauraceae	Persea	areolatocostae	PT	1367	Persea areolatocostae
nPT_Buenah_208	SpeciesName	Rubiaceae	Faramea	multiflora	PT	1598	Faramea multiflora
TU-01	SpeciesName	Phyllanthaceae	Hieronyma	oblonga	abergPT	1970	Hieronyma oblonga
TU-09	SpeciesName	Moraceae	Naucleopsis	krukovii	abergPT	390	Naucleopsis krukovii
nPP_Terraz_41	SpeciesName	Fabaceae	Machaerium	hirtum	PP	938	Machaerium hirtum
TRU-05	SpeciesName	Fabaceae	Pterocarpus	amazonum	abergPP	313	Pterocarpus amazonum
nPT_Tequej_28	SpeciesName	Annonaceae	Ruizodendron	ovale	PT	313	Ruizodendron ovale
nPT_Cocapu_404	SpeciesName	Fabaceae	Bauhinia	ungulata	PT	290	Bauhinia ungulata
TRU-08	MorphoSpeciesName	Lauraceae	Ocotea	ILR1334	abergPP	2223	Ocotea ILR1334
nPT_Tintay_259	SpeciesName	Primulaceae	Cybianthus	comperuvianus	PT	1451	Cybianthus comperuvianus
nPT_Cimace_231	SpeciesName	Solanaceae	Solanum	sessile	PT	2291	Solanum sessile
nPT_Sanmig_181	SpeciesName	Rubiaceae	Faramea	anisocalyx	PT	950	Faramea anisocalyx
nPT_Culi_354	MorphoSpeciesName	Fabaceae	Inga	MJM4922	PT	800	Inga MJM4922
TRU-06	MorphoSpeciesName	Fabaceae	Ormosia	GAT2043	abergPP	1386	Ormosia GAT2043
nPT_Lambra_438	SpeciesName	Cyatheaceae	Alsophila	cuspidata	PT	480	Alsophila cuspidata
nPT_Nidoab_223	SpeciesName	Rubiaceae	Warszewiczia	coccinea	PT	595	Warszewiczia coccinea
nPP_Sumpul_33	SpeciesName	Malvaceae	Eriotheca	globosa	PP	850	Eriotheca globosa
nPT_Tintay_250	MorphoSpeciesName	Melastomataceae	Meriania	sp2	PT	1750	Meriania sp2
nPP_Fuerte_27	SpeciesName	Urticaceae	Cecropia	tacuna	PP	2250	Cecropia tacuna
nPT_Aguapo_54	SpeciesName	Lauraceae	Nectandra	cuspidata	PT	1800	Nectandra cuspidata
nPT_Yariap_4	MorphoSpeciesName	Cyatheaceae	Cyathea	sp23	PT	2500	Cyathea sp23
nPT_Yariap_2	MorphoSpeciesName	Euphorbiaceae	Croton	sp2	PT	2024	Croton sp2
nPT_Arroyo_256	SpeciesName	Clusiaceae	Chrysoclamis	ulei	PT	1478	Chrysoclamis ulei
TRU-08	MorphoSpeciesName	Rubiaceae	Psychotria	sp8	abergPP	2623	Psychotria sp8
SP-05	MorphoSpeciesName	Arecaceae	Geonoma	sp2	abergPT	2096	Geonoma sp2
nPT_Siripi_431	SpeciesName	Melastomataceae	Mouriri	grandiflora	PT	175	Mouriri grandiflora
nPP_Huanec_20	SpeciesName	Moraceae	Ficus	maroma	PP	1250	Ficus maroma
nPT_Cocapu_397	SpeciesName	Meliaceae	Ruagea	glabra	PT	2859	Ruagea glabra
TON-02	SpeciesName	Solanaceae	Solanum	aphyodendron	abergPP	2663	Solanum aphyodendron
