PlotName	TypeOfName	Family	Genus	Species	PlotType	MinimumElevationMeters	SpeciesName
FakePlot38	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot29	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot22	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot44	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot50	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot40	SpeciesName	Polygonaceae	Ruprechtia	laxiflora	PP	935	Ruprechtia laxiflora
FakePlot32	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot25	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot19	SpeciesName	Fabaceae	Lachesiodendron	viridiflorum	PP	935	Lachesiodendron viridiflorum
FakePlot45	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot18	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot12	SpeciesName	Ulmaceae	Phyllostylon	rhamnoides	PP	935	Phyllostylon rhamnoides
FakePlot48	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot20	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot40	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot26	SpeciesName	Salicaceae	Banara	tomentosa	PP	935	Banara tomentosa
FakePlot49	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot27	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot17	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot30	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot13	SpeciesName	Apocynaceae	Aspidosperma	cylindrocarpon	PP	935	Aspidosperma cylindrocarpon
FakePlot8	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot41	SpeciesName	Malvaceae	Ceiba	boliviana	PP	935	Ceiba boliviana
FakePlot5	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot38	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot5	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot17	SpeciesName	Lauraceae	Nectandra	megapotamica	PP	935	Nectandra megapotamica
FakePlot10	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot42	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot29	SpeciesName	Anacardiaceae	Myracrodruon	urundeuva	PP	935	Myracrodruon urundeuva
FakePlot19	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot24	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot5	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot32	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot32	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot11	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot23	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot3	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot27	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot47	SpeciesName	Fabaceae	Anadenanthera	colubrina	PP	935	Anadenanthera colubrina
FakePlot7	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot15	SpeciesName	Malvaceae	Ceiba	boliviana	PP	935	Ceiba boliviana
FakePlot33	SpeciesName	Apocynaceae	Aspidosperma	cylindrocarpon	PP	935	Aspidosperma cylindrocarpon
FakePlot1	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot22	SpeciesName	Erythroxylaceae	Erythroxylum	subrotundum	PP	935	Erythroxylum subrotundum
FakePlot13	SpeciesName	Meliaceae	Trichilia	elegans	PP	935	Trichilia elegans
FakePlot36	SpeciesName	Fabaceae	Anadenanthera	colubrina	PP	935	Anadenanthera colubrina
FakePlot41	SpeciesName	Capparaceae	Capparidastrum	coimbranum	PP	935	Capparidastrum coimbranum
FakePlot49	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot40	MorphoSpeciesName	Myrtaceae	Eugenia	AM2539	PP	935	Eugenia AM2539
FakePlot6	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot12	SpeciesName	Fabaceae	Anadenanthera	colubrina	PP	935	Anadenanthera colubrina
FakePlot6	SpeciesName	Salicaceae	Xylosma	velutina	PP	935	Xylosma velutina
FakePlot16	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot17	SpeciesName	Fabaceae	Anadenanthera	colubrina	PP	935	Anadenanthera colubrina
FakePlot21	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot16	SpeciesName	Fabaceae	Luetzelburgia	andina	PP	935	Luetzelburgia andina
FakePlot46	SpeciesName	Fabaceae	Machaerium	nyctitans	PP	935	Machaerium nyctitans
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot27	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot3	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot7	SpeciesName	Fabaceae	Sweetia	fruticosa	PP	935	Sweetia fruticosa
FakePlot17	SpeciesName	Lauraceae	Nectandra	megapotamica	PP	935	Nectandra megapotamica
FakePlot11	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot8	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot48	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot5	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot35	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot46	SpeciesName	Meliaceae	Cedrela	fissilis	PP	935	Cedrela fissilis
FakePlot36	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot36	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot50	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot4	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot19	SpeciesName	Meliaceae	Cedrela	fissilis	PP	935	Cedrela fissilis
FakePlot12	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot25	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot29	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot48	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot19	SpeciesName	Ulmaceae	Phyllostylon	rhamnoides	PP	935	Phyllostylon rhamnoides
FakePlot11	SpeciesName	Myrtaceae	Myrcianthes	mato	PP	935	Myrcianthes mato
FakePlot10	SpeciesName	Anacardiaceae	Schinopsis	brasiliensis	PP	935	Schinopsis brasiliensis
FakePlot11	SpeciesName	Petiveriaceae	Seguieria	aculeata	PP	935	Seguieria aculeata
FakePlot10	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot31	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot48	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot18	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot20	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot29	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot26	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot7	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot14	SpeciesName	Myrtaceae	Myrcianthes	mato	PP	935	Myrcianthes mato
FakePlot33	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot12	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot43	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot43	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot23	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot47	SpeciesName	Sapotaceae	Chrysophyllum	marginatum	PP	935	Chrysophyllum marginatum
FakePlot11	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot39	MorphoSpeciesName	Myrtaceae	Eugenia	AM2539	PP	935	Eugenia AM2539
FakePlot16	SpeciesName	Malvaceae	Ceiba	boliviana	PP	935	Ceiba boliviana
FakePlot21	SpeciesName	Fabaceae	Sweetia	fruticosa	PP	935	Sweetia fruticosa
FakePlot41	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot12	SpeciesName	Ulmaceae	Phyllostylon	rhamnoides	PP	935	Phyllostylon rhamnoides
FakePlot34	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot2	SpeciesName	Sapotaceae	Chrysophyllum	marginatum	PP	935	Chrysophyllum marginatum
FakePlot47	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot50	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot48	SpeciesName	Sapotaceae	Chrysophyllum	gonocarpum	PP	935	Chrysophyllum gonocarpum
FakePlot26	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot17	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot15	MorphoSpeciesName	Myrtaceae	Eugenia	AM2539	PP	935	Eugenia AM2539
FakePlot42	SpeciesName	Sapotaceae	Chrysophyllum	gonocarpum	PP	935	Chrysophyllum gonocarpum
FakePlot20	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot41	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot20	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot5	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot25	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot48	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot28	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot31	SpeciesName	Anacardiaceae	Schinopsis	brasiliensis	PP	935	Schinopsis brasiliensis
FakePlot24	SpeciesName	Fabaceae	Luetzelburgia	andina	PP	935	Luetzelburgia andina
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot44	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot3	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot4	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot45	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot4	SpeciesName	Apocynaceae	Aspidosperma	cylindrocarpon	PP	935	Aspidosperma cylindrocarpon
FakePlot29	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot24	SpeciesName	Sapotaceae	Chrysophyllum	gonocarpum	PP	935	Chrysophyllum gonocarpum
FakePlot32	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot1	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot26	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot36	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot5	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot26	SpeciesName	Nyctaginaceae	Guapira	opposita	PP	935	Guapira opposita
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot26	SpeciesName	Fabaceae	Senegalia	polyphylla	PP	935	Senegalia polyphylla
FakePlot15	MorphoSpeciesName	Myrtaceae	Eugenia	AM2539	PP	935	Eugenia AM2539
FakePlot46	SpeciesName	Fabaceae	Sweetia	fruticosa	PP	935	Sweetia fruticosa
FakePlot3	SpeciesName	Meliaceae	Trichilia	elegans	PP	935	Trichilia elegans
FakePlot10	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot47	SpeciesName	Fabaceae	Anadenanthera	colubrina	PP	935	Anadenanthera colubrina
FakePlot23	SpeciesName	Meliaceae	Trichilia	elegans	PP	935	Trichilia elegans
FakePlot7	SpeciesName	Fabaceae	Calliandra	chulumania	PP	935	Calliandra chulumania
FakePlot17	SpeciesName	Meliaceae	Trichilia	elegans	PP	935	Trichilia elegans
FakePlot18	SpeciesName	Fabaceae	Myroxylon	peruiferum	PP	935	Myroxylon peruiferum
FakePlot4	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot2	SpeciesName	Nyctaginaceae	Guapira	opposita	PP	935	Guapira opposita
FakePlot25	MorphoSpeciesName	Malpighiaceae	Bunchosia	AF11740	PP	935	Bunchosia AF11740
FakePlot9	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot50	SpeciesName	Fabaceae	Calliandra	chulumania	PP	935	Calliandra chulumania
FakePlot19	SpeciesName	Meliaceae	Trichilia	elegans	PP	935	Trichilia elegans
FakePlot22	SpeciesName	Fabaceae	Myroxylon	peruiferum	PP	935	Myroxylon peruiferum
FakePlot8	SpeciesName	Malvaceae	Ceiba	boliviana	PP	935	Ceiba boliviana
FakePlot28	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot16	SpeciesName	Annonaceae	Annona	emarginata	PP	935	Annona emarginata
FakePlot34	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot8	SpeciesName	Apocynaceae	Aspidosperma	cylindrocarpon	PP	935	Aspidosperma cylindrocarpon
FakePlot19	SpeciesName	Meliaceae	Trichilia	elegans	PP	935	Trichilia elegans
FakePlot1	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot49	SpeciesName	Achatocarpaceae	Achatocarpus	praecox	PP	935	Achatocarpus praecox
FakePlot3	SpeciesName	Fabaceae	Calliandra	chulumania	PP	935	Calliandra chulumania
FakePlot26	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	935	Gallesia integrifolia
FakePlot37	SpeciesName	Annonaceae	Annona	emarginata	PP	935	Annona emarginata
FakePlot40	SpeciesName	Malvaceae	Ceiba	boliviana	PP	935	Ceiba boliviana
FakePlot31	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot41	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot35	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot6	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot17	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot9	SpeciesName	Sapotaceae	Chrysophyllum	gonocarpum	PP	935	Chrysophyllum gonocarpum
FakePlot31	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot49	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot6	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot7	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot36	SpeciesName	Combretaceae	Terminalia	triflora	PP	935	Terminalia triflora
FakePlot49	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot25	SpeciesName	Fabaceae	Sweetia	fruticosa	PP	935	Sweetia fruticosa
FakePlot24	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot38	SpeciesName	Ulmaceae	Phyllostylon	rhamnoides	PP	935	Phyllostylon rhamnoides
FakePlot40	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot15	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot22	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot10	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot4	SpeciesName	Malpighiaceae	Heteropterys	krapovickasii	PP	935	Heteropterys krapovickasii
FakePlot18	SpeciesName	Malvaceae	Ceiba	boliviana	PP	935	Ceiba boliviana
FakePlot25	SpeciesName	Salicaceae	Banara	tomentosa	PP	935	Banara tomentosa
FakePlot12	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot6	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot13	SpeciesName	Fabaceae	Machaerium	nyctitans	PP	935	Machaerium nyctitans
FakePlot33	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot7	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot6	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot6	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot32	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot35	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot13	SpeciesName	Annonaceae	Annona	emarginata	PP	935	Annona emarginata
FakePlot35	SpeciesName	Fabaceae	Anadenanthera	colubrina	PP	935	Anadenanthera colubrina
FakePlot35	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot28	SpeciesName	Meliaceae	Trichilia	elegans	PP	935	Trichilia elegans
FakePlot22	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot43	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot49	SpeciesName	Myrtaceae	Myrcianthes	mato	PP	935	Myrcianthes mato
FakePlot17	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot45	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot33	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot13	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot13	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot25	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot6	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot30	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot38	SpeciesName	Polygonaceae	Ruprechtia	laxiflora	PP	935	Ruprechtia laxiflora
FakePlot28	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot25	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot30	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot10	SpeciesName	Fabaceae	Anadenanthera	colubrina	PP	935	Anadenanthera colubrina
FakePlot36	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot36	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot28	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot43	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot23	SpeciesName	Erythroxylaceae	Erythroxylum	subrotundum	PP	935	Erythroxylum subrotundum
FakePlot39	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot44	SpeciesName	Lauraceae	Nectandra	megapotamica	PP	935	Nectandra megapotamica
FakePlot37	SpeciesName	Erythroxylaceae	Erythroxylum	subrotundum	PP	935	Erythroxylum subrotundum
FakePlot24	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot6	SpeciesName	Malvaceae	Ceiba	boliviana	PP	935	Ceiba boliviana
FakePlot31	SpeciesName	Anacardiaceae	Schinopsis	brasiliensis	PP	935	Schinopsis brasiliensis
FakePlot25	SpeciesName	Fabaceae	Holocalyx	balansae	PP	935	Holocalyx balansae
FakePlot12	SpeciesName	Capparaceae	Cynophalla	polyantha	PP	935	Cynophalla polyantha
FakePlot34	SpeciesName	Ulmaceae	Phyllostylon	rhamnoides	PP	935	Phyllostylon rhamnoides
FakePlot7	SpeciesName	Nyctaginaceae	Neea	spruceana	PP	935	Neea spruceana
FakePlot16	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot6	SpeciesName	Fabaceae	Myroxylon	peruiferum	PP	935	Myroxylon peruiferum
FakePlot43	SpeciesName	Combretaceae	Terminalia	triflora	PP	935	Terminalia triflora
FakePlot22	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot36	SpeciesName	Bignoniaceae	Handroanthus	chrysanthus	PP	935	Handroanthus chrysanthus
FakePlot37	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot15	SpeciesName	Myrtaceae	Myrcianthes	mato	PP	935	Myrcianthes mato
FakePlot30	SpeciesName	Salicaceae	Xylosma	velutina	PP	935	Xylosma velutina
FakePlot6	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot5	SpeciesName	Meliaceae	Trichilia	elegans	PP	935	Trichilia elegans
FakePlot23	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot1	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot13	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot16	SpeciesName	Apocynaceae	Aspidosperma	cylindrocarpon	PP	935	Aspidosperma cylindrocarpon
FakePlot27	SpeciesName	Myrtaceae	Myrcianthes	mato	PP	935	Myrcianthes mato
FakePlot47	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot3	SpeciesName	Erythroxylaceae	Erythroxylum	subrotundum	PP	935	Erythroxylum subrotundum
FakePlot34	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot32	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot16	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot23	SpeciesName	Fabaceae	Machaerium	nyctitans	PP	935	Machaerium nyctitans
FakePlot36	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot47	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot18	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot22	SpeciesName	Fabaceae	Myroxylon	peruiferum	PP	935	Myroxylon peruiferum
FakePlot21	SpeciesName	Erythroxylaceae	Erythroxylum	subrotundum	PP	935	Erythroxylum subrotundum
FakePlot33	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot23	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot9	SpeciesName	Polygonaceae	Ruprechtia	apetala	PP	935	Ruprechtia apetala
FakePlot1	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot4	SpeciesName	Fabaceae	Machaerium	nyctitans	PP	935	Machaerium nyctitans
FakePlot40	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot43	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot30	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot10	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot13	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot36	SpeciesName	Fabaceae	Machaerium	nyctitans	PP	935	Machaerium nyctitans
FakePlot45	SpeciesName	Meliaceae	Trichilia	catigua	PP	935	Trichilia catigua
FakePlot37	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot25	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot4	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot30	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot15	SpeciesName	Fabaceae	Machaerium	nyctitans	PP	935	Machaerium nyctitans
FakePlot22	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot47	SpeciesName	Apocynaceae	Aspidosperma	cylindrocarpon	PP	935	Aspidosperma cylindrocarpon
FakePlot5	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot22	SpeciesName	Fabaceae	Machaerium	nyctitans	PP	935	Machaerium nyctitans
FakePlot39	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot4	SpeciesName	Capparaceae	Capparidastrum	coimbranum	PP	935	Capparidastrum coimbranum
FakePlot39	SpeciesName	Ulmaceae	Phyllostylon	rhamnoides	PP	935	Phyllostylon rhamnoides
FakePlot49	SpeciesName	Sapotaceae	Chrysophyllum	marginatum	PP	935	Chrysophyllum marginatum
FakePlot5	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot15	SpeciesName	Ulmaceae	Phyllostylon	rhamnoides	PP	935	Phyllostylon rhamnoides
FakePlot18	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot12	SpeciesName	Sapotaceae	Sideroxylon	obtusifolium	PP	935	Sideroxylon obtusifolium
FakePlot12	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
FakePlot29	SpeciesName	Annonaceae	Oxandra	espintana	PP	935	Oxandra espintana
